5.590752113944270629e-01,-8.291169447094158818e-01
4.995818320146726971e-02,-9.987513103526867164e-01
-8.780311703523220324e-01,4.786034516065796884e-01
-5.599628954437952527e-02,9.984309768618269132e-01
-9.974918139680384321e-01,-7.078192613056068228e-02
-8.268478984060737558e-01,5.624255976584450201e-01
2.107702053150287413e-01,-9.775356364611269555e-01
-3.287443668870957403e-01,9.444189437108949647e-01
-9.892082512666859895e-01,1.465163322838280713e-01
-8.658723484392979453e-01,-5.002650059800456406e-01
8.379153751571697395e-01,-5.458001686287935472e-01
-9.995664276858657882e-01,-2.944412748438781507e-02
-1.987115481002430795e-01,9.800580190231621414e-01
3.646080700255949214e-02,-9.993350837195310588e-01
-7.359453946887196674e-01,-6.770408968714257680e-01
-3.181431242067388893e-03,9.999949392348203014e-01
8.434725729934969829e-01,-5.371722429609797622e-01
9.941561866942631998e-01,-1.079512689018581745e-01
3.693932929327981562e-01,-9.292731542104635256e-01
8.169410403740258175e-01,-5.767211948182625614e-01
-3.689864880800217684e-01,9.294347592028027183e-01
-1.263819841962265655e-01,-9.919816500674922821e-01
8.047050880671200446e-01,-5.936747604866561279e-01
-4.029988352674713226e-01,-9.152004910253608294e-01
-9.847208831850861044e-01,1.741401223704176215e-01
8.064194745925653551e-01,5.913439193885828837e-01
-9.156756466924488302e-01,4.019180389760649841e-01
-7.669489199953906100e-01,-6.417081533827538875e-01
8.543135307154210434e-01,-5.197580121908188522e-01
9.780687592103137762e-01,-2.082822658240428837e-01
-9.895849630144721853e-01,1.439499947052644835e-01
6.627713270231824216e-01,-7.488218533642896357e-01
-6.587738774997553559e-02,9.978277255033753956e-01
3.389024208051282794e-01,-9.408215288631652795e-01
-9.535501738571771080e-01,-3.012342376572545444e-01
9.961105570720434343e-01,8.811219035765331664e-02
-1.892036348341822882e-01,-9.819378720497206059e-01
-8.046500805041496562e-01,5.937493140582694728e-01
4.531224109222427021e-01,-8.914483051304850081e-01
-4.918894817163553812e-01,-8.706576467112749906e-01
9.999742199937493581e-01,7.180483820234581302e-03
-9.991859904962593353e-01,4.034050564890183377e-02
6.734899954543639433e-01,-7.391963379393060585e-01
3.824975588565366486e-02,9.992682103292828133e-01
-4.551342212063871906e-01,8.904228437584333911e-01
6.867024607087637289e-01,-7.269386015727385963e-01
3.618824214953367258e-01,9.322237462179728817e-01
-9.113755033860213572e-01,-4.115758640006435543e-01
